stint_id,year,team,player,name_key,acquisition_type,acquisition_datetime,drop_datetime,acquisition_week,drop_week,player_position,primary_eligible,first_eligible_week,eligibility_reason,eligible_weeks,transaction_owned_weeks,bye_weeks,owned_weeks,score_rows_observed,resolved_owned_weeks,unresolved_owned_weeks,production_points,weeks_with_points,production_resolution_rate,scoring_opportunity_weeks,scoring_production_points,avg_points_per_week,max_week_points,rate_score,sustained_score,waiver_score,waiver_value,meaningful_acquisition,waiver_category,positive_pickup,good_pickup,great_pickup,elite_find,waiver_bust,team_canonical
W00032,2017,Ginger FC,Eddie Lacy,eddielacy,Free Agent,2017-10-06 12:29:00,2017-10-18 10:53:00,5,7,RB,True,5,BEFORE_GAME_DATE,3.0,2.0,1.0,1.0,2.0,1.0,0.0,2.8000000000000003,1.0,1.0,1.0,2.8000000000000003,2.8000000000000003,2.8000000000000003,35.8974358974359,20.51282051282051,25.897435897435898,-24.102564102564102,False,Poor Pickup,False,False,False,False,False,Ginger FC
W00035,2017,Ginger FC,Jared Goff,jaredgoff,Waiver,2017-10-04 03:02:00,2017-10-18 02:24:00,5,7,QB,True,5,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,3.0,2.0,0.0,21.58,2.0,1.0,2.0,21.58,10.79,11.860000000000001,27.27272727272727,45.45454545454545,39.09090909090909,-10.909090909090907,True,Ordinary,False,False,False,False,False,Ginger FC
W00038,2017,Ginger FC,Marlon Mack,marlonmack,Free Agent,2017-11-11 18:26:00,2017-11-29 02:46:00,10,13,RB,True,10,BEFORE_GAME_DATE,4.0,3.0,1.0,2.0,3.0,2.0,0.0,5.7,2.0,1.0,2.0,5.7,2.85,3.1,38.46153846153847,35.8974358974359,36.794871794871796,-13.205128205128204,True,Ordinary,False,False,False,False,False,Ginger FC
W00039,2017,Ginger FC,Marqise Lee,marqiselee,Free Agent,2017-10-18 10:53:00,,7,,WR,True,7,BEFORE_GAME_DATE,7.0,7.0,1.0,6.0,6.0,6.0,0.0,54.6,6.0,1.0,6.0,54.6,9.1,14.6,80.0,90.0,86.5,36.5,True,Good Pickup,True,True,False,False,False,Ginger FC
W00045,2017,Ginger FC,Trevor Siemian,trevorsiemian,Waiver,2017-09-20 02:23:00,2017-10-25 02:38:00,3,8,QB,True,3,BEFORE_GAME_DATE,6.0,5.0,1.0,4.0,5.0,4.0,0.0,49.44,4.0,1.0,4.0,49.44,12.36,19.939999999999998,36.36363636363637,54.54545454545454,48.18181818181818,-1.8181818181818201,True,Ordinary,False,False,False,False,False,Ginger FC
W00046,2017,Hello Harvard,Andre Ellington,andreellington,Waiver,2017-10-04 03:02:00,2017-10-28 02:17:00,5,8,RB,True,5,BEFORE_GAME_DATE,4.0,3.0,0.0,3.0,2.0,3.0,0.0,6.300000000000001,1.0,1.0,3.0,6.300000000000001,2.1,6.300000000000001,28.205128205128204,38.46153846153847,34.871794871794876,-15.128205128205124,True,Ordinary,False,False,False,False,False,Hello Harvard
W00047,2017,Hello Harvard,Ben Watson,benwatson,Free Agent,2017-09-28 10:05:00,2017-10-18 02:24:00,4,7,TE,True,4,NO_NFL_TEAM_MATCH,4.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571428571428571,8.571428571428571,8.571428571428571,-41.42857142857143,False,Waiver Bust,False,False,False,False,True,Hello Harvard
W00048,2017,Hello Harvard,Blake Bortles,blakebortles,Waiver,2017-10-18 02:24:00,2017-11-04 02:31:00,7,9,QB,True,7,BEFORE_GAME_DATE,3.0,2.0,1.0,1.0,2.0,1.0,0.0,18.300000000000004,1.0,1.0,1.0,18.300000000000004,18.300000000000004,18.300000000000004,63.63636363636363,27.27272727272727,40.0,-10.0,True,Ordinary,False,False,False,False,False,Hello Harvard
W00051,2017,Hello Harvard,Corey Clement,coreyclement,Free Agent,2017-11-22 11:33:00,,12,,RB,True,12,BEFORE_GAME_DATE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,7.6000000000000005,2.0,1.0,2.0,7.6000000000000005,3.8000000000000003,3.9000000000000004,51.28205128205128,43.58974358974359,46.282051282051285,-3.7179487179487154,True,Ordinary,False,False,False,False,False,Hello Harvard
W00052,2017,Hello Harvard,Danny Woodhead,dannywoodhead,Free Agent,2017-11-02 13:17:00,,9,,RB,True,9,BEFORE_GAME_DATE,5.0,5.0,1.0,4.0,3.0,4.0,0.0,9.100000000000001,3.0,1.0,4.0,9.100000000000001,2.2750000000000004,4.5,33.33333333333333,48.717948717948715,43.33333333333333,-6.666666666666671,True,Ordinary,False,False,False,False,False,Hello Harvard
W00056,2017,Hello Harvard,Marlon Mack,marlonmack,Waiver,2017-10-28 02:17:00,2017-11-05 10:43:00,8,9,RB,True,8,BEFORE_GAME_DATE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,15.200000000000001,2.0,1.0,2.0,15.200000000000001,7.6000000000000005,12.3,76.92307692307693,61.53846153846154,66.92307692307693,16.923076923076934,True,Ordinary,True,False,False,False,False,Hello Harvard
W00062,2017,Hello Harvard,Ricky Seals-Jones,rickysealsjones,Free Agent,2017-11-29 12:14:00,,13,,TE,True,13,BEFORE_GAME_DATE,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.4,1.0,1.0,1.0,4.4,4.4,4.4,62.857142857142854,37.142857142857146,46.14285714285714,-3.857142857142861,False,Ordinary,False,False,False,False,False,Hello Harvard
W00064,2017,Hello Harvard,Ted Ginn Jr.,tedginn,Waiver,2017-11-04 02:31:00,,9,,WR,True,9,BEFORE_GAME_DATE,5.0,5.0,0.0,5.0,5.0,5.0,0.0,30.1,5.0,1.0,5.0,30.1,6.0200000000000005,11.9,53.333333333333336,73.33333333333333,66.33333333333333,16.33333333333333,True,Ordinary,True,False,False,False,False,Hello Harvard
W00065,2017,Hello Harvard,T.J. Yeldon,tjyeldon,Free Agent,2017-11-05 10:43:00,2017-11-08 02:58:00,9,10,RB,True,9,SAME_DAY_AS_GAME,2.0,1.0,0.0,1.0,2.0,1.0,0.0,3.2,1.0,1.0,1.0,3.2,3.2,3.2,41.02564102564102,23.076923076923077,29.358974358974358,-20.641025641025642,False,Poor Pickup,False,False,False,False,False,Hello Harvard
W00066,2017,Hello Harvard,Vernon Davis,vernondavis,Free Agent,2017-11-22 11:37:00,,12,,TE,True,12,BEFORE_GAME_DATE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,1.5,1.0,1.0,2.0,1.5,0.75,1.5,22.857142857142858,22.857142857142858,22.857142857142858,-27.142857142857142,True,Poor Pickup,False,False,False,False,False,Hello Harvard
W00067,2017,Joe Mantegna,Coby Fleener,cobyfleener,Waiver,2017-10-18 02:24:00,,7,,TE,True,7,BEFORE_GAME_DATE,7.0,7.0,0.0,7.0,6.0,7.0,0.0,16.599999999999998,4.0,1.0,7.0,16.599999999999998,2.371428571428571,9.1,34.285714285714285,82.85714285714286,65.85714285714286,15.857142857142861,True,Ordinary,True,False,False,False,False,Joe Mantegna
W00069,2017,Malle ❤️ 🐸,Jalen Richard,jalenrichard,Free Agent,2017-10-11 20:21:00,2017-11-09 17:46:00,6,10,RB,True,6,BEFORE_GAME_DATE,5.0,4.0,0.0,4.0,4.0,4.0,0.0,17.2,4.0,1.0,4.0,17.2,4.3,7.6000000000000005,57.692307692307686,69.23076923076923,65.1923076923077,15.192307692307693,True,Ordinary,True,False,False,False,False,Malle ❤️ 🐸
W00071,2017,Malle ❤️ 🐸,Robert Woods,robertwoods,Free Agent,2017-10-22 11:14:00,2017-10-25 02:38:00,7,8,WR,True,7,SAME_DAY_AS_GAME,2.0,1.0,0.0,1.0,1.0,1.0,0.0,6.300000000000001,1.0,1.0,1.0,6.300000000000001,6.300000000000001,6.300000000000001,56.666666666666664,26.666666666666668,37.16666666666667,-12.833333333333329,False,Ordinary,False,False,False,False,False,Malle ❤️ 🐸
W00072,2017,Malle ❤️ 🐸,Samaje Perine,samajeperine,Free Agent,2017-10-12 18:53:00,2017-11-02 18:11:00,6,9,RB,True,6,BEFORE_GAME_DATE,4.0,3.0,0.0,3.0,2.0,3.0,0.0,10.7,1.0,1.0,3.0,10.7,3.5666666666666664,10.7,46.15384615384615,53.84615384615385,51.15384615384615,1.1538461538461533,True,Ordinary,True,False,False,False,False,Malle ❤️ 🐸
W00073,2017,Malle ❤️ 🐸,Thomas Rawls,thomasrawls,Free Agent,2017-11-09 17:46:00,,10,,RB,True,10,SAME_DAY_AS_GAME,4.0,4.0,0.0,4.0,2.0,4.0,0.0,4.300000000000001,2.0,1.0,4.0,4.300000000000001,1.0750000000000002,3.9000000000000004,17.94871794871795,30.76923076923077,26.28205128205128,-23.71794871794872,True,Poor Pickup,False,False,False,False,False,Malle ❤️ 🐸
W00074,2017,Malle ❤️ 🐸,Torrey Smith,torreysmith,Waiver,2017-10-25 02:38:00,,8,,WR,True,8,BEFORE_GAME_DATE,6.0,6.0,1.0,5.0,5.0,5.0,0.0,15.8,4.0,1.0,5.0,15.8,3.16,8.8,20.0,53.333333333333336,41.66666666666667,-8.333333333333329,True,Ordinary,False,False,False,False,False,Malle ❤️ 🐸
W00075,2017,Malle ❤️ 🐸,Tyler Lockett,tylerlockett,Waiver,2017-11-15 02:36:00,,11,,WR,True,11,BEFORE_GAME_DATE,3.0,3.0,0.0,3.0,3.0,3.0,0.0,11.600000000000001,3.0,1.0,3.0,11.600000000000001,3.866666666666667,7.7,30.0,40.0,36.5,-13.5,True,Ordinary,False,False,False,False,False,Malle ❤️ 🐸
W00076,2017,Malle ❤️ 🐸,Vernon Davis,vernondavis,Free Agent,2017-11-02 18:11:00,2017-11-17 08:04:00,9,11,TE,True,9,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,3.0,2.0,0.0,14.8,2.0,1.0,2.0,14.8,7.4,7.6000000000000005,82.85714285714286,80.0,81.0,31.0,True,Good Pickup,True,True,False,False,False,Malle ❤️ 🐸
W00077,2017,Pop Lockett Drop it,Austin Hooper,austinhooper,Waiver,2017-11-25 02:26:00,,12,,TE,True,12,BEFORE_GAME_DATE,2.0,2.0,0.0,2.0,2.0,2.0,0.0,5.9,2.0,1.0,2.0,5.9,2.95,3.8000000000000003,45.714285714285715,51.42857142857142,49.42857142857142,-0.5714285714285765,True,Ordinary,False,False,False,False,False,Pop Lockett Drop it
W00078,2017,Pop Lockett Drop it,Blake Bortles,blakebortles,Free Agent,2017-10-08 08:06:00,2017-10-12 10:29:00,5,6,QB,True,5,SAME_DAY_AS_GAME,2.0,1.0,0.0,1.0,2.0,1.0,0.0,3.7,1.0,1.0,1.0,3.7,3.7,3.7,18.181818181818183,18.181818181818183,18.181818181818183,-31.818181818181817,False,Poor Pickup,False,False,False,False,False,Pop Lockett Drop it
W00079,2017,Pop Lockett Drop it,C.J. Fiedorowicz,cjfiedorowicz,Free Agent,2017-11-16 13:53:00,,11,,TE,True,11,BEFORE_GAME_DATE,3.0,3.0,0.0,3.0,3.0,3.0,0.0,7.1,3.0,1.0,3.0,7.1,2.3666666666666667,3.7,31.428571428571427,54.285714285714285,46.285714285714285,-3.7142857142857153,True,Ordinary,False,False,False,False,False,Pop Lockett Drop it
W00080,2017,Pop Lockett Drop it,Eddie Lacy,eddielacy,Free Agent,2017-11-05 10:27:00,2017-12-09 14:14:00,9,,RB,True,9,SAME_DAY_AS_GAME,5.0,5.0,0.0,5.0,4.0,5.0,0.0,10.000000000000002,4.0,1.0,5.0,10.000000000000002,2.0000000000000004,6.1000000000000005,25.64102564102564,51.28205128205128,42.3076923076923,-7.6923076923077005,True,Ordinary,False,False,False,False,False,Pop Lockett Drop it
W00082,2017,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,,RB,True,1,BEFORE_GAME_DATE,13.0,13.0,1.0,12.0,12.0,12.0,0.0,43.3,12.0,1.0,12.0,43.3,3.608333333333333,11.7,48.717948717948715,79.48717948717949,68.71794871794872,18.717948717948715,True,Ordinary,True,False,False,False,False,Pop Lockett Drop it
W00083,2017,Pop Lockett Drop it,Jared Cook,jaredcook,Waiver,2017-10-14 02:19:00,2017-11-08 16:33:00,6,10,TE,True,6,BEFORE_GAME_DATE,5.0,4.0,0.0,4.0,4.0,4.0,0.0,30.400000000000002,4.0,1.0,4.0,30.400000000000002,7.6000000000000005,12.600000000000001,85.71428571428571,85.71428571428571,85.71428571428571,35.71428571428571,True,Good Pickup,True,True,False,False,False,Pop Lockett Drop it
W00084,2017,Pop Lockett Drop it,Jesse James,jessejames,Free Agent,2017-10-08 08:13:00,2017-10-14 02:19:00,5,6,TE,True,5,SAME_DAY_AS_GAME,2.0,1.0,0.0,1.0,1.0,1.0,0.0,2.4000000000000004,1.0,1.0,1.0,2.4000000000000004,2.4000000000000004,2.4000000000000004,38.57142857142858,30.0,33.0,-17.0,False,Ordinary,False,False,False,False,False,Pop Lockett Drop it
W00085,2017,Pop Lockett Drop it,Jesse James,jessejames,Free Agent,2017-11-08 16:33:00,2017-11-25 02:26:00,10,12,TE,True,10,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,3.0,2.0,0.0,8.1,1.0,1.0,2.0,8.1,4.05,8.1,57.14285714285714,65.71428571428571,62.71428571428571,12.714285714285708,True,Ordinary,True,False,False,False,False,Pop Lockett Drop it
W00086,2017,Pop Lockett Drop it,Kenny Golladay,kennygolladay,Waiver,2017-09-13 02:32:00,2017-10-08 08:08:00,2,5,WR,True,2,BEFORE_GAME_DATE,4.0,4.0,0.0,4.0,2.0,4.0,0.0,3.3,2.0,1.0,4.0,3.3,0.825,2.5,10.0,13.333333333333334,12.166666666666668,-37.83333333333333,True,Poor Pickup,False,False,False,False,False,Pop Lockett Drop it
W00087,2017,Pop Lockett Drop it,Marqise Lee,marqiselee,Waiver,2017-09-20 02:23:00,2017-10-08 08:06:00,3,5,WR,True,3,BEFORE_GAME_DATE,3.0,3.0,0.0,3.0,3.0,3.0,0.0,13.2,3.0,1.0,3.0,13.2,4.3999999999999995,6.5,33.33333333333333,46.666666666666664,42.0,-8.0,True,Ordinary,False,False,False,False,False,Pop Lockett Drop it
W00091,2017,Pop Lockett Drop it,Sterling Shepard,sterlingshepard,Free Agent,2017-10-08 08:08:00,,5,,WR,True,5,SAME_DAY_AS_GAME,9.0,9.0,1.0,8.0,4.0,8.0,0.0,27.700000000000003,4.0,1.0,8.0,27.700000000000003,3.4625000000000004,14.200000000000001,26.666666666666668,70.0,54.833333333333336,4.833333333333336,True,Ordinary,True,False,False,False,False,Pop Lockett Drop it
W00092,2017,Pop Lockett Drop it,Zach Miller,zachmiller,Free Agent,2017-09-28 12:06:00,2017-10-08 08:13:00,4,5,TE,True,4,SAME_DAY_AS_GAME,2.0,1.0,0.0,1.0,2.0,1.0,0.0,4.5,1.0,1.0,1.0,4.5,4.5,4.5,67.14285714285714,41.42857142857143,50.42857142857143,0.4285714285714306,False,Ordinary,True,False,False,False,False,Pop Lockett Drop it
W00093,2017,Post Mahomes,Aaron Jones Sr.,aaronjones,Free Agent,2017-10-04 03:16:00,2017-11-18 02:17:00,5,11,RB,True,5,BEFORE_GAME_DATE,7.0,6.0,1.0,5.0,5.0,5.0,0.0,45.699999999999996,5.0,1.0,5.0,45.699999999999996,9.139999999999999,19.8,84.61538461538461,82.05128205128204,82.94871794871794,32.94871794871794,True,Good Pickup,True,True,False,False,False,Post Mahomes
W00094,2017,Post Mahomes,Aaron Rodgers,aaronrodgers,Free Agent,2017-11-16 10:48:00,,11,,QB,True,11,BEFORE_GAME_DATE,3.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,9.090909090909092,9.090909090909092,9.090909090909092,-40.90909090909091,True,Waiver Bust,False,False,False,False,True,Post Mahomes
W00096,2017,Post Mahomes,Austin Seferian-Jenkins,austinseferianjenkins,Free Agent,2017-10-04 03:18:00,2017-10-07 02:21:00,5,5,TE,True,5,NO_NFL_TEAM_MATCH,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.571428571428571,8.571428571428571,8.571428571428571,-41.42857142857143,False,Waiver Bust,False,False,False,False,True,Post Mahomes
W00101,2017,Post Mahomes,Bilal Powell,bilalpowell,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,,RB,True,4,BEFORE_GAME_DATE,10.0,10.0,1.0,9.0,8.0,9.0,0.0,67.3,8.0,1.0,9.0,67.3,7.477777777777778,25.0,74.35897435897436,92.3076923076923,86.02564102564102,36.02564102564102,True,Good Pickup,True,True,False,False,False,Post Mahomes
W00104,2017,Post Mahomes,Deshaun Watson,deshaunwatson,Waiver,2017-10-04 03:02:00,,5,,QB,True,5,BEFORE_GAME_DATE,9.0,9.0,1.0,8.0,3.0,8.0,0.0,119.62,3.0,1.0,8.0,119.62,14.9525,45.54,45.45454545454545,72.72727272727273,63.18181818181819,13.181818181818187,True,Ordinary,True,False,False,False,False,Post Mahomes
W00106,2017,Post Mahomes,Dion Lewis,dionlewis,Waiver,2017-10-25 02:38:00,,8,,RB,True,8,BEFORE_GAME_DATE,6.0,6.0,1.0,5.0,5.0,5.0,0.0,58.2,5.0,1.0,5.0,58.2,11.64,17.5,89.74358974358975,84.61538461538461,86.41025641025641,36.41025641025641,True,Good Pickup,True,True,False,False,False,Post Mahomes
W00108,2017,Post Mahomes,Ed Dickson,eddickson,Free Agent,2017-10-12 08:40:00,2017-10-26 09:09:00,6,8,TE,True,6,SAME_DAY_AS_GAME,3.0,2.0,0.0,2.0,3.0,2.0,0.0,5.4,2.0,1.0,2.0,5.4,2.7,3.6,42.857142857142854,48.57142857142857,46.57142857142857,-3.4285714285714306,True,Ordinary,False,False,False,False,False,Post Mahomes
W00109,2017,Post Mahomes,Evan Engram,evanengram,Free Agent,2017-09-20 04:06:00,2017-09-27 04:34:00,3,4,TE,True,3,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,4.5,1.0,1.0,1.0,4.5,4.5,4.5,67.14285714285714,41.42857142857143,50.42857142857143,0.4285714285714306,False,Ordinary,True,False,False,False,False,Post Mahomes
W00112,2017,Post Mahomes,Jermaine Kearse,jermainekearse,Free Agent,2017-09-20 09:12:00,,3,,WR,True,3,BEFORE_GAME_DATE,11.0,11.0,1.0,10.0,10.0,10.0,0.0,73.4,10.0,1.0,10.0,73.4,7.340000000000001,16.5,70.0,100.0,89.5,39.5,True,Great Pickup,True,True,True,False,False,Post Mahomes
W00113,2017,Post Mahomes,Jimmy Graham,jimmygraham,Waiver,2017-10-07 02:21:00,,5,,TE,True,5,BEFORE_GAME_DATE,9.0,9.0,1.0,8.0,8.0,8.0,0.0,89.1,8.0,1.0,8.0,89.1,11.1375,15.9,100.0,100.0,100.0,50.0,True,Elite Find,True,True,True,True,False,Post Mahomes
W00117,2017,Post Mahomes,Marlon Mack,marlonmack,Free Agent,2017-09-13 10:06:00,2017-09-27 02:24:00,2,4,RB,True,2,BEFORE_GAME_DATE,3.0,2.0,0.0,2.0,1.0,2.0,0.0,0.8,1.0,1.0,2.0,0.8,0.4,0.8,12.82051282051282,12.82051282051282,12.820512820512818,-37.17948717948718,True,Poor Pickup,False,False,False,False,False,Post Mahomes
W00120,2017,Post Mahomes,Mohamed Sanu,mohamedsanu,Free Agent,2017-10-26 09:09:00,2017-11-16 10:48:00,8,11,WR,True,8,BEFORE_GAME_DATE,4.0,3.0,0.0,3.0,4.0,3.0,0.0,24.6,3.0,1.0,3.0,24.6,8.200000000000001,13.4,76.66666666666667,66.66666666666666,70.16666666666666,20.166666666666657,True,Ordinary,True,False,False,False,False,Post Mahomes
W00124,2017,Post Mahomes,Samaje Perine,samajeperine,Waiver,2017-09-20 02:23:00,,3,,RB,True,3,BEFORE_GAME_DATE,11.0,11.0,1.0,10.0,8.0,10.0,0.0,62.3,8.0,1.0,10.0,62.3,6.2299999999999995,18.6,66.66666666666666,87.17948717948718,80.0,30.0,True,Good Pickup,True,True,False,False,False,Post Mahomes
W00125,2017,Post Mahomes,Sterling Shepard,sterlingshepard,Free Agent,2017-09-27 04:34:00,2017-10-04 03:02:00,4,5,WR,True,4,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,5.4,1.0,1.0,1.0,5.4,5.4,5.4,50.0,23.333333333333332,32.666666666666664,-17.333333333333336,False,Ordinary,False,False,False,False,False,Post Mahomes
W00131,2017,The Big Gronkowski,Damien Williams,damienwilliams,Free Agent,2017-11-01 07:36:00,2017-11-11 02:17:00,9,10,RB,True,9,BEFORE_GAME_DATE,2.0,1.0,0.0,1.0,2.0,1.0,0.0,12.100000000000001,1.0,1.0,1.0,12.100000000000001,12.100000000000001,12.100000000000001,92.3076923076923,58.97435897435898,70.64102564102564,20.641025641025635,True,Ordinary,True,False,False,False,False,The Big Gronkowski
W00133,2017,The Big Gronkowski,Evan Engram,evanengram,Waiver,2017-09-30 02:25:00,,4,,TE,True,4,BEFORE_GAME_DATE,10.0,10.0,1.0,9.0,9.0,9.0,0.0,73.1,8.0,1.0,9.0,73.1,8.122222222222222,15.9,91.42857142857143,97.14285714285714,95.14285714285714,45.14285714285714,True,Elite Find,True,True,True,True,False,The Big Gronkowski
