year,team,meaningful_acquisitions,avg_waiver_value,total_waiver_value,total_positive_value,positive_rate,good_rate,elite_finds,bust_rate,production_points
2017,Big Sack Jack,3,16.15811965811966,48.47435897435898,69.62820512820514,66.66666666666666,66.66666666666666,0,0.0,123.80000000000001
2017,Dillon Panthers,8,23.625,189.0,201.16666666666669,87.5,62.5,1,0.0,337.82
2017,Ginger FC,7,10.425836068693213,72.98085248085249,99.82234432234434,42.857142857142854,28.57142857142857,1,0.0,240.79999999999998
2017,Hello Harvard,7,-4.199895342752485,-29.39926739926739,33.25641025641026,28.57142857142857,0.0,0,0.0,88.10000000000001
2017,Joe Mantegna,1,15.857142857142861,15.857142857142861,15.857142857142861,100.0,0.0,0,0.0,16.599999999999998
2017,Malle ❤️ 🐸,6,0.29914529914529986,1.7948717948717992,47.34615384615385,50.0,16.666666666666664,0,0.0,74.4
2017,Pop Lockett Drop it,9,1.5742775742775719,14.168498168498147,71.97985347985346,44.44444444444444,11.11111111111111,0,0.0,149.0
2017,Post Mahomes,11,16.06508642872279,176.7159507159507,258.23310023310023,72.72727272727273,54.54545454545454,1,9.090909090909092,546.4200000000001
2017,The Big Gronkowski,4,29.80494505494505,119.2197802197802,119.2197802197802,100.0,50.0,1,0.0,142.44
2017,ThreatLevelMidnight,11,9.641979232888326,106.0617715617716,163.5141525141525,63.63636363636363,27.27272727272727,1,9.090909090909092,437.4
2017,Voldemort,11,5.730648139739048,63.03712953712953,192.46020646020645,63.63636363636363,45.45454545454545,1,9.090909090909092,392.1
2017,malle_dips_pouches,3,34.07342657342658,102.22027972027973,102.22027972027973,100.0,100.0,0,0.0,227.34
2019,Big Sack Jack,5,12.878787878787879,64.39393939393939,85.98484848484848,60.0,40.0,0,0.0,131.98000000000002
2019,Ginger FC,9,8.92087542087542,80.28787878787878,158.46969696969694,66.66666666666666,44.44444444444444,0,11.11111111111111,546.5799999999999
2019,Joe Mantegna,7,-1.4112554112554108,-9.878787878787875,89.81818181818181,42.857142857142854,42.857142857142854,0,28.57142857142857,287.98
2019,Malle ❤️ 🐸,4,17.590909090909093,70.36363636363637,73.54545454545455,75.0,25.0,0,0.0,178.73999999999998
2019,Patty Primetimes,8,-3.4375000000000004,-27.500000000000004,39.92424242424242,75.0,0.0,0,12.5,161.06
2019,Pop Lockett Drop it,4,35.91287878787879,143.65151515151516,143.65151515151516,100.0,75.0,2,0.0,214.38
2019,Post Mahomes,8,28.4375,227.5,241.28787878787878,87.5,75.0,2,0.0,305.20000000000005
2019,The Big Gronkowski,7,11.508658008658008,80.56060606060606,99.54545454545455,57.14285714285714,28.57142857142857,0,0.0,115.69999999999999
2019,ThreatLevelMidnight,13,0.12121212121212138,1.575757575757578,189.86363636363635,61.53846153846154,23.076923076923077,1,23.076923076923077,321.52
2019,Uncle Rico,5,4.727272727272726,23.63636363636363,74.31818181818181,60.0,40.0,0,0.0,139.74
2019,Voldemort,9,9.358585858585856,84.2272727272727,164.90909090909088,44.44444444444444,44.44444444444444,2,11.11111111111111,374.9
2019,malle_dips_pouches,2,1.8636363636363598,3.7272727272727195,8.499999999999993,50.0,0.0,0,0.0,64.84
2020,Big Sack Jack,3,9.502508361204017,28.50752508361205,44.56521739130436,66.66666666666666,33.33333333333333,0,0.0,137.5
2020,Ginger FC,9,8.643841594608858,77.79457435147972,113.35776116466653,55.55555555555556,33.33333333333333,0,0.0,299.24
2020,Joe Mantegna,5,1.0800286669851886,5.400143334925943,53.92857142857143,60.0,20.0,1,0.0,144.52
2020,Malle ❤️ 🐸,2,18.518907563025213,37.037815126050425,38.21428571428572,50.0,50.0,0,0.0,71.96000000000001
2020,Patty Primetimes,4,-19.97596153846154,-79.90384615384616,29.711538461538453,25.0,25.0,0,50.0,77.6
2020,Pop Lockett Drop it,4,30.046583850931672,120.18633540372669,120.18633540372669,100.0,50.0,1,0.0,376.36
2020,Post Mahomes,12,11.363921404682275,136.3670568561873,168.54515050167225,83.33333333333334,16.666666666666664,0,0.0,366.04
2020,The Big Gronkowski,3,-7.531969309462916,-22.595907928388748,0.21739130434782794,33.33333333333333,0.0,0,0.0,68.68
2020,ThreatLevelMidnight,13,19.618232937630932,255.03702818920212,269.38485427615865,84.61538461538461,38.46153846153847,1,0.0,529.98
2020,Uncle Rico,7,-13.59095143073952,-95.13666001517663,44.768907563025216,28.57142857142857,14.285714285714285,0,42.857142857142854,143.60000000000002
2020,Voldemort,12,22.24846711259755,266.9816053511706,277.36622073578593,83.33333333333334,58.333333333333336,1,0.0,692.6800000000001
2020,malle_dips_pouches,8,20.3889804249459,163.1118433995672,186.95799724572103,87.5,50.0,1,0.0,591.1800000000001
2021,Big Sack Jack,9,2.745668437157798,24.711015934420182,110.98807221147646,55.55555555555556,22.22222222222222,1,0.0,312.58
2021,Ginger FC,7,15.637744136984258,109.46420895888981,136.78563753031838,85.71428571428571,28.57142857142857,0,0.0,279.9
2021,Joe Mantegna,8,16.371513386141043,130.97210708912834,156.2085137085137,75.0,37.5,1,0.0,369.58000000000004
2021,Malle ❤️ 🐸,2,24.787234042553195,49.57446808510639,49.57446808510639,100.0,50.0,0,0.0,113.10000000000001
2021,Patty Primetimes,10,5.84182631789015,58.4182631789015,107.44308587393697,60.0,20.0,0,0.0,308.00000000000006
2021,Pop Lockett Drop it,9,13.175042386035294,118.57538147431765,121.78966718860337,88.88888888888889,22.22222222222222,0,0.0,298.52000000000004
2021,Post Mahomes,12,17.722964830677597,212.67557796813117,228.6009026434558,83.33333333333334,33.33333333333333,1,0.0,498.52
2021,The Big Gronkowski,1,16.388888888888886,16.388888888888886,16.388888888888886,100.0,0.0,0,0.0,50.4
2021,ThreatLevelMidnight,10,7.859917564704799,78.59917564704799,161.120820668693,60.0,30.0,0,10.0,311.68000000000006
2021,Uncle Rico,15,1.9081775198796482,28.622662798194725,139.3542184765589,53.333333333333336,20.0,0,6.666666666666667,408.50000000000006
2021,Voldemort,9,11.818881145122283,106.36993030610056,148.53896103896108,77.77777777777779,22.22222222222222,1,0.0,379.06
2021,malle_dips_pouches,7,9.092367443431273,63.646572104018915,131.48936170212767,57.14285714285714,42.857142857142854,1,14.285714285714285,246.53999999999996
2022,Big Sack Jack,1,26.818181818181813,26.818181818181813,26.818181818181813,100.0,100.0,0,0.0,17.4
2022,Ginger FC,5,12.491315136476425,62.45657568238212,87.26426799007443,60.0,40.0,0,0.0,260.84000000000003
2022,Joe Mantegna,7,8.080999645515773,56.56699751861041,116.60421836228288,71.42857142857143,28.57142857142857,0,0.0,304.5
2022,Malle ❤️ 🐸,2,-11.19416873449131,-22.38833746898262,2.419354838709687,50.0,0.0,0,0.0,32.26
2022,Patty Primetimes,4,16.75520715843296,67.02082863373184,82.9823670952703,75.0,75.0,0,0.0,279.1
2022,Pop Lockett Drop it,12,6.425414191543223,77.10497029851868,160.04436423791262,66.66666666666666,25.0,1,8.333333333333332,407.04
2022,Post Mahomes,11,13.819364408807225,152.01300849687948,225.08993157380252,81.81818181818183,45.45454545454545,1,9.090909090909092,420.98
2022,The Big Gronkowski,3,21.968155500413573,65.90446650124072,65.90446650124072,100.0,33.33333333333333,0,0.0,214.86
2022,ThreatLevelMidnight,13,22.10452492090209,287.3588239717272,297.96488457778776,84.61538461538461,46.15384615384615,1,0.0,719.62
2022,Uncle Rico,6,19.52718876105973,117.16313256635839,131.8405519211971,83.33333333333334,50.0,1,0.0,274.16
2022,Voldemort,7,17.133200133200127,119.9324009324009,163.39393939393938,71.42857142857143,57.14285714285714,1,0.0,399.32000000000005
2022,malle_dips_pouches,2,-10.67307692307692,-21.34615384615384,2.6923076923076934,50.0,0.0,0,0.0,51.18000000000001
2023,Buttermilk Puuump,2,35.41666666666667,70.83333333333334,70.83333333333334,100.0,100.0,0,0.0,156.4
2023,Ginger FC,13,4.801795426795426,62.42334054834053,184.01064213564214,53.84615384615385,38.46153846153847,1,7.6923076923076925,793.8
2023,Joe Mantegna,4,21.024305555555554,84.09722222222221,84.93055555555556,75.0,50.0,0,0.0,453.8
2023,Malle ❤️ 🐸,6,4.208603896103899,25.251623376623392,78.24404761904763,66.66666666666666,16.666666666666664,0,0.0,221.60000000000002
2023,Patty Primetimes,5,16.829545454545453,84.14772727272727,84.14772727272727,100.0,40.0,0,0.0,243.62
2023,Pop Lockett Drop it,5,16.43362193362193,82.16810966810965,93.53174603174602,80.0,20.0,1,0.0,467.47999999999996
2023,Post Mahomes,9,15.209535834535833,136.8858225108225,169.09361471861473,77.77777777777779,22.22222222222222,1,0.0,438.82000000000005
2023,The Big Gronkowski,3,-3.0113636363636354,-9.034090909090907,5.113636363636367,33.33333333333333,0.0,0,0.0,48.9
2023,ThreatLevelMidnight,6,19.9905303030303,119.94318181818181,154.93055555555554,66.66666666666666,50.0,2,0.0,527.6
2023,Uncle Rico,8,8.099747474747476,64.7979797979798,125.25252525252526,62.5,37.5,1,0.0,521.76
2023,Voldemort,14,9.483353947639662,132.76695526695528,198.16017316017317,71.42857142857143,28.57142857142857,1,0.0,591.0999999999999
